,Route,Sh,Amount,Shipping Type Code,Shipping Type Description,Weight,Vol,Vehicle Pallet Capacity (Pallet floor space),MoT,Vehicle Classification,Temp,Truck Size,Truck Type Short Form,Unnamed: 10,Truck Type,Weight Tons,Case Capacity,Pallet,Loose Case Loading/Unloading  Time (hr),Loose Case Loadiong /Unloading producivity (case/hr),Pallet Unloading producivity (Pallets/Hr)
1553,IDA166,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
1554,IDA166,GI,5000.0,GI,"CONTAINER 40""",26000,55000000,16.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,% Vol,,,
2774,IDA370,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3192,IDA418,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3208,IDA419,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3376,IDA441,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3412,IDA445,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3450,IDA462,9F,5000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3460,IDA462,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3536,IDA477,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3546,IDA478,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3557,IDA479,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3588,IDA485,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3612,IDA488,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3641,IDA495,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3710,IDA511,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
3987,IDA811,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
4012,IDA813,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
4123,IDA910,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
4150,IDA920,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
4171,IDA921,GG,5000.0,GG,EXTRA JUMBO 30T 60M3,32000,65000000,30.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,Jumbo,,,,,,,,
2861,IDA384,GD,5145.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2963,IDA390,GD,5145.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
3685,IDA508,GD,5145.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
1028,IDA103,9F,5250.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3574,IDA485,9F,5250.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
904,IDA097,9F,5500.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
948,IDA099,9F,5500.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2675,IDA355,GD,5585.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2471,IDA344,GD,5695.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2949,IDA390,9A,5695.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
2950,IDA390,9C,5695.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
2962,IDA390,GC,5695.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
3657,IDA496,GD,5695.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
1944,IDA254,9S,5880.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
3366,IDA441,9F,6000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2542,IDA348,GD,6245.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2662,IDA355,9C,6465.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
2674,IDA355,GC,6465.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
2849,IDA384,9G,6536.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2850,IDA384,9H,6536.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2954,IDA390,9G,6536.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2955,IDA390,9H,6536.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3676,IDA508,9G,6536.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3677,IDA508,9H,6536.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2666,IDA355,9G,6646.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2667,IDA355,9H,6646.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2462,IDA344,9G,6673.75,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2463,IDA344,9H,6673.75,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3648,IDA496,9G,6673.75,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3649,IDA496,9H,6673.75,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2458,IDA344,9C,6685.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
2470,IDA344,GC,6685.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
3643,IDA496,9A,6685.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
3644,IDA496,9C,6685.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
3656,IDA496,GC,6685.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
1664,IDA180,9S,6750.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
1674,IDA187,9S,6750.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
3251,IDA428,9S,6750.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
1931,IDA248,9S,6780.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
4061,IDA860,9S,6780.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
4069,IDA869,9S,6780.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
2533,IDA348,9G,6811.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2534,IDA348,9H,6811.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3004,IDA392,GD,6905.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2694,IDA356,GD,6960.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2819,IDA382,GD,6960.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2944,IDA389,GD,6960.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2981,IDA391,GD,6960.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
3061,IDA395,GD,6960.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
2992,IDA392,9G,6976.25,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2993,IDA392,9H,6976.25,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2685,IDA356,9G,6990.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2686,IDA356,9H,6990.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2811,IDA382,9G,6990.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2812,IDA382,9H,6990.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2933,IDA389,9G,6990.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2934,IDA389,9H,6990.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2973,IDA391,9G,6990.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2974,IDA391,9H,6990.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3049,IDA395,9G,6990.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3050,IDA395,9H,6990.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
905,IDA097,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
906,IDA097,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
949,IDA099,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
950,IDA099,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
989,IDA101,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
990,IDA101,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2011,IDA294,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2012,IDA294,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2013,IDA294,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2023,IDA295,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2024,IDA295,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2025,IDA295,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2423,IDA341,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2424,IDA341,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2425,IDA341,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2461,IDA344,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2478,IDA345,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2479,IDA345,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2480,IDA345,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2493,IDA346,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2494,IDA346,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2495,IDA346,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2511,IDA347,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2512,IDA347,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2513,IDA347,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2532,IDA348,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2550,IDA349,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2551,IDA349,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2552,IDA349,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2565,IDA350,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2566,IDA350,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2567,IDA350,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2582,IDA351,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2583,IDA351,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2584,IDA351,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2604,IDA352,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2605,IDA352,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2606,IDA352,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2625,IDA353,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2626,IDA353,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2627,IDA353,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2646,IDA354,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2665,IDA355,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2684,IDA356,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2702,IDA357,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2703,IDA357,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2704,IDA357,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2728,IDA359,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2729,IDA359,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2730,IDA359,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2795,IDA381,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2810,IDA382,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2828,IDA383,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2848,IDA384,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2868,IDA385,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2869,IDA385,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2870,IDA385,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2882,IDA386,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2897,IDA387,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2915,IDA388,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2916,IDA388,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2917,IDA388,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2932,IDA389,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2953,IDA390,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2972,IDA391,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
2991,IDA392,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3013,IDA393,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3030,IDA394,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3031,IDA394,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3032,IDA394,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3048,IDA395,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3212,IDA420,9F,7000.0,9F,CONTAINER 26T 55M3,26000,55000000,20.0,Sea,Container Ocean 40'-45',Ambient,Large,40ft Container,,,,,,,,
3213,IDA420,9G,7000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3214,IDA420,9H,7000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
