,Route,Sh,Amount,Shipping Type Code,Shipping Type Description,Weight,Vol,Vehicle Pallet Capacity (Pallet floor space),MoT,Vehicle Classification,Temp,Truck Size,Truck Type Short Form,Unnamed: 10,Truck Type,Weight Tons,Case Capacity,Pallet,Loose Case Loading/Unloading  Time (hr),Loose Case Loadiong /Unloading producivity (case/hr),Pallet Unloading producivity (Pallets/Hr)
844,IDA094,9Q,2910000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
845,IDA094,9R,2910000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10629,IDSG13,GF,2910000.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
6946,IDJ306,GF,2917785.75,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
6884,IDJ303,9L,2919097.3333333335,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
959,IDA099,GF,2924081.8636363638,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
186,IDA016,9K,2925870.6666666665,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
10017,IDS276,GD,2928000.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
7157,IDJ319,9K,2929707.1666666665,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
10,IDA001,9R,2931468.75,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
4122,IDA910,GF,2931609.1875,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
695,IDA077,9P,2932930.4,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
12598,IDX411,9G,2934836.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12606,IDX411,9P,2934836.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7209,IDJ322,9J,2935625.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
10513,IDSG05,GF,2940000.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
10697,IDSG18,9Q,2940000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10698,IDSG18,9R,2940000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10724,IDSG20,9Q,2940000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10727,IDSG20,GE,2940000.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
144,IDA013,9K,2941075.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
389,IDA043,9G,2941389.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
401,IDA043,GD,2941389.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
4111,IDA910,9K,2941902.0434782607,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2467,IDA344,9P,2947145.529411765,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10187,IDS289,9N,2953585.25,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10188,IDS289,9P,2953585.25,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10189,IDS289,9Q,2953585.25,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10190,IDS289,9R,2953585.25,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8705,IDP241,9A,2955399.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8706,IDP241,9B,2955399.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8707,IDP241,9C,2955399.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8714,IDP241,GC,2955399.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
7148,IDJ318,GE,2956370.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7200,IDJ321,GD,2956618.875,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
7881,IDJ454,9K,2956739.75,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7889,IDJ454,GF,2956739.75,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
3453,IDA462,9K,2962009.653846154,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2671,IDA355,9P,2967754.705882353,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9883,IDS267,9G,2967879.5,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
9884,IDS267,9H,2967879.5,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
9886,IDS267,9J,2967879.5,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
7335,IDJ342,9L,2969400.3333333335,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
187,IDA016,9N,2969528.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
195,IDA016,GE,2969528.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
4395,IDFW15,9S,2971881.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
10075,IDS280,GC,2972480.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
9792,IDS145,GC,2976000.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
9793,IDS145,GD,2976000.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
7701,IDJ406,9N,2976131.3333333335,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7702,IDJ406,9P,2976131.3333333335,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2538,IDA348,9P,2976233.117647059,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5584,IDIC33,9S,2978960.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
5585,IDIC33,9T,2978960.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
5589,IDIC33,GP,2978960.0,GP,IC VAN 2T 5M3,2000,5000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Refrigerated,Small,Small Van,,,,,,,,
10606,IDSG12,9J,2980000.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3410,IDA445,GE,2982289.5,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
993,IDA101,9N,2983767.214285714,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
994,IDA101,9P,2983767.214285714,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
955,IDA099,9Q,2985746.5,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
472,IDA054,9K,2987384.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
8636,IDP214,9A,2989034.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8637,IDP214,9B,2989034.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8638,IDP214,9C,2989034.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8646,IDP214,GC,2989034.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
7409,IDJ350,9P,2989885.75,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
137,IDA012,GC,2989955.5,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
127,IDA012,9B,2989956.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
128,IDA012,9C,2989956.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
573,IDA063,9B,2989956.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
574,IDA063,9C,2989956.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
582,IDA063,GC,2989956.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
991,IDA101,9K,2994668.5,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
6920,IDJ305,9K,2997857.4,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
4407,IDFW17,9U,3000000.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
5053,IDI068,9X,3001542.0,9X,IC STANDARD - 8T 20M,8000,20000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,,,,,,,,,
4390,IDFW14,9U,3005000.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
6316,IDJ096,9Q,3006129.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6317,IDJ096,9R,3006129.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6390,IDJ109,9Q,3006129.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6391,IDJ109,9R,3006129.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7233,IDJ323,GF,3006666.5,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
978,IDA100,GE,3007179.285714286,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
3454,IDA462,9N,3009491.3333333335,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
4746,IDH100,9K,3010510.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
4751,IDH100,GF,3010510.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
4179,IDA922,9K,3011455.1052631577,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
575,IDA063,9G,3012150.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
576,IDA063,9H,3012150.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
577,IDA063,9J,3012150.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
7077,IDJ314,9L,3014640.3333333335,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7300,IDJ335,9K,3016484.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7301,IDJ335,9L,3016484.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7307,IDJ335,GF,3016484.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
3459,IDA462,GF,3018964.3333333335,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
7141,IDJ318,9L,3020213.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7207,IDJ322,9G,3020608.2,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
956,IDA099,9R,3021493.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3655,IDA496,9R,3021493.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7408,IDJ350,9N,3024614.25,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7411,IDJ350,GE,3024614.25,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
1089,IDA106,9K,3025150.923076923,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
1095,IDA106,GF,3025150.923076923,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
7084,IDJ314,GE,3026582.5,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7374,IDJ346,9P,3027237.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10858,IDT287,9T,3027677.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
10859,IDT287,9V,3027677.0,9V,SELF PICK 3000KG 8M3,3000,8000000,6.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
188,IDA016,9P,3027708.5,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6837,IDJ300,GF,3029119.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
8160,IDKD05,9A,3030660.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8161,IDKD05,9B,3030660.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8162,IDKD05,9C,3030660.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
7007,IDJ310,9L,3031419.3333333335,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
479,IDA054,GF,3035898.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
8652,IDP216,9G,3037805.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
8653,IDP216,9H,3037805.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
8659,IDP216,GD,3037805.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
7208,IDJ322,9H,3039564.6666666665,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
7093,IDJ315,9N,3043692.8333333335,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7094,IDJ315,9P,3043692.8333333335,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10670,IDSG16,GE,3045000.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7342,IDJ342,GE,3048069.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
827,IDA093,9N,3050000.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
830,IDA093,GE,3050000.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
10765,IDSG24,9G,3050000.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
10766,IDSG24,9H,3050000.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
10767,IDSG24,9J,3050000.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3455,IDA462,9P,3054915.076923077,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9988,IDS275,9N,3055945.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9989,IDS275,9P,3055945.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9990,IDS275,9Q,3055945.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9991,IDS275,9R,3055945.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8580,IDP209,9N,3057135.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8581,IDP209,9P,3057135.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8582,IDP209,9Q,3057135.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8583,IDP209,9R,3057135.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8586,IDP209,GE,3057135.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7686,IDJ404,GD,3058576.5,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
6971,IDJ308,9K,3059518.8,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7323,IDJ341,9N,3060413.3333333335,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7324,IDJ341,9P,3060413.3333333335,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
7325,IDJ341,GE,3060413.3333333335,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
8094,IDJ826,9N,3060413.3333333335,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8096,IDJ826,GE,3060413.3333333335,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2420,IDA341,9A,3062669.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
6053,IDJ021,9K,3063598.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
6063,IDJ021,GF,3063598.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
8095,IDJ826,9P,3064196.5,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10678,IDSG17,9K,3065000.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
10679,IDSG17,9L,3065000.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
303,IDA028,9S,3068935.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
7201,IDJ321,GE,3073798.6666666665,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7014,IDJ310,GE,3074603.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
