Index,Route,MoT,Temp,BaseCost,Volume,Check in Date,Weight,OldShipmentCount,netVol,netWeight,New_SH,New_BC,NewShipmentCount,Savings
1645,IDA003,Land,Ambient,13511159,167097519.696,2017-04-08,71398.0,11,0.0,0.0,"9K,9K,9K,9K,9A",8453555.6,5.0,"5,057,603"
1646,IDA282,Sea,Ambient,63600000,223557097.0,2017-03-31,88378.0,8,0.0,0.0,"9F,9F,9F,9F,9E",58552500.0,5.0,"5,047,500"
1647,IDA003,Land,Ambient,17743505,262690260.61999997,2017-02-22,112418.0,11,0.0,0.0,"9K,9K,9K,9K,9K,9K,9G",12698005.9,7.0,"5,045,499"
1648,IDA159,Land,Ambient,5051120,68174011.438,2017-03-29,24002.0,4,0.0,0.0,"GG,GG",10000.0,2.0,"5,041,120"
1649,IDA370,Land,Ambient,5050000,76903590.28,2017-04-06,27468.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"5,040,000"
1650,IDA109,Land,Ambient,5050000,79745633.44,2017-04-21,27726.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"5,040,000"
1651,IDA149,Land,Ambient,5047675,88898320.412,2017-02-27,32562.0,6,0.0,0.0,"GG,GG",10000.0,2.0,"5,037,675"
1652,IDA044,Land,Ambient,54983160,134865589.23,2017-03-31,50908.0,4,0.0,0.0,"9K,9K,9K,9G",49954259.0,4.0,"5,028,901"
1653,IDA044,Land,Ambient,68728950,176392495.76,2017-04-08,76928.0,5,0.0,0.0,"9K,9K,9K,9K,9G",63700049.0,5.0,"5,028,901"
1654,IDA044,Land,Ambient,96220530,262355315.82000002,2017-04-11,107733.0,7,0.0,0.0,"9K,9K,9K,9K,9K,9K,9G",91191629.0,7.0,"5,028,901"
1655,IDA044,Land,Ambient,82474740,213696406.3,2017-04-12,95950.0,6,0.0,0.0,"9K,9K,9K,9K,9K,9G",77445839.0,6.0,"5,028,901"
1656,IDA342,Sea,Ambient,21200000,55802934.55,2017-02-25,18967.0,2,0.0,0.0,"9E,9E",16172500.0,2.0,"5,027,500"
1657,IDA342,Sea,Ambient,21200000,55847317.84,2017-03-27,19257.0,2,0.0,0.0,"9E,9E",16172500.0,2.0,"5,027,500"
1658,IDA020,Land,Ambient,20783334,288951557.582,2017-04-08,128340.0,17,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H",15758437.5,13.0,"5,024,896"
1659,IDA511,Land,Ambient,5018742,89973679.52000001,2017-02-07,36169.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"5,008,742"
1660,IDA107,Land,Ambient,5018742,89874186.52,2017-03-10,37287.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"5,008,742"
1661,IDA107,Land,Ambient,5018742,89968366.96,2017-03-31,29131.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"5,008,742"
1662,IDA154,Land,Ambient,4998142,66718615.014,2017-02-26,22099.0,4,0.0,0.0,"GG,GG",10000.0,2.0,"4,988,142"
1663,IDJ017,Land,Ambient,27168702,113382143.27000001,2017-02-06,42523.0,4,0.0,0.0,"9K,9K,9K",22197495.0,3.0,"4,971,207"
1664,IDJ017,Land,Ambient,27168702,119459315.2,2017-04-04,47472.0,4,0.0,0.0,"9K,9K,9K",22197495.0,3.0,"4,971,207"
1665,IDA003,Land,Ambient,9459823,81281872.25299999,2017-02-14,35394.0,12,0.0,0.0,"9K,9K,9S",4496435.8,3.0,"4,963,387"
1666,IDA091,Land,Ambient,4970000,69967006.65,2017-03-07,25057.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,960,000"
1667,IDA003,Land,Ambient,21066149,326342248.86100006,2017-03-22,137725.0,17,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9K,9A",16112341.200000001,9.0,"4,953,808"
1668,IDA034,Land,Ambient,4955751,22642150.577000003,2017-02-08,9909.0,5,0.0,0.0,9K,4800.0,1.0,"4,950,951"
1669,IDA150,Land,Ambient,4940000,75929837.816,2017-03-27,24237.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,930,000"
1670,IDA149,Land,Ambient,4939493,139614974.31,2017-03-27,53635.0,4,0.0,0.0,"GG,GG,GG",15000.0,3.0,"4,924,493"
1671,IDA016,Land,Ambient,10366481,69726856.932,2017-04-11,24956.0,4,0.0,0.0,"GF,GF",5444140.8,2.0,"4,922,340"
1672,IDA002,Land,Ambient,16446056,190106825.876,2017-02-06,77240.0,9,0.0,0.0,"9M,9M,9M",11524455.0,3.0,"4,921,601"
1673,IDA003,Land,Ambient,19875291,307117818.914,2017-03-30,132642.0,17,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9P",14958074.3,8.0,"4,917,217"
1674,IDA151,Land,Ambient,4914647,68580713.612,2017-02-12,25783.0,7,0.0,0.0,"GG,GG",10000.0,2.0,"4,904,647"
1675,IDA105,Land,Ambient,4913925,109980087.42999999,2017-03-25,45917.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,903,925"
1676,IDA016,Land,Ambient,7622073,38395990.932000004,2017-04-01,16450.0,6,0.0,0.0,GF,2722070.4,1.0,"4,900,003"
1677,IDA149,Land,Ambient,4902186,109427589.27299999,2017-02-17,45524.0,5,0.0,0.0,"GG,GG",10000.0,2.0,"4,892,186"
1678,IDA091,Land,Ambient,4900000,79994814.78,2017-02-25,33010.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1679,IDA091,Land,Ambient,4900000,79913621.50999999,2017-03-01,30640.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1680,IDA109,Land,Ambient,4900000,74187116.51,2017-03-10,31956.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1681,IDA091,Land,Ambient,4900000,77689105.89,2017-03-15,29101.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1682,IDA091,Land,Ambient,4900000,77981328.25,2017-03-21,26074.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1683,IDA091,Land,Ambient,4900000,79991220.18,2017-03-26,28294.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1684,IDA109,Land,Ambient,4900000,79999736.1,2017-03-28,30116.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1685,IDA091,Land,Ambient,4900000,76500733.11,2017-03-30,31635.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1686,IDA109,Land,Ambient,4900000,78962901.95,2017-04-18,34544.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1687,IDA370,Land,Ambient,4900000,79948004.72,2017-04-23,29377.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1688,IDA109,Land,Ambient,4900000,79986539.38,2017-04-24,27428.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,890,000"
1689,IDA159,Land,Ambient,4896386,69977151.758,2017-04-11,22026.0,4,0.0,0.0,"GG,GG",10000.0,2.0,"4,886,386"
1690,IDA002,Land,Ambient,11229051,100888459.02000001,2017-02-03,41815.0,8,0.0,0.0,"9M,GF",6344359.5,2.0,"4,884,692"
1691,IDA003,Land,Ambient,19081828,285205693.611,2017-04-12,110137.0,14,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9A",14197644.8,8.0,"4,884,183"
1692,IDJ049,Land,Ambient,13783136,213290852.93,2017-04-03,67846.0,8,0.0,0.0,"9G,9G,9G,9G,9G,9G,9G,9G,9G,9B",8904818.0,10.0,"4,878,318"
1693,IDA001,Land,Ambient,12547862,121279191.49499999,2017-02-01,53986.0,7,0.0,0.0,"GF,GF,GF,9S",7673391.600000001,4.0,"4,874,470"
1694,IDJ052,Land,Ambient,11895579,101572918.488,2017-04-14,43929.0,8,0.0,0.0,"9K,9K,9G",7023208.0,3.0,"4,872,371"
1695,IDA020,Land,Ambient,25037524,376781208.589,2017-03-12,146693.0,19,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9A",20165467.8,17.0,"4,872,056"
1696,IDA001,Land,Ambient,9353659,68021797.841,2017-03-23,26891.0,7,0.0,0.0,"GF,GF",4484038.4,2.0,"4,869,621"
1697,IDA016,Land,Ambient,11374271,81397169.176,2017-03-31,36787.0,5,0.0,0.0,"GF,GF,9S",6530376.8,3.0,"4,843,894"
1698,IDA001,Land,Ambient,12512876,122250163.544,2017-04-08,45832.0,5,0.0,0.0,"GF,GF,GF,9S",7673391.600000001,4.0,"4,839,484"
1699,IDA066,Land,Ambient,15329560,68136042.84,2017-03-17,27302.0,4,0.0,0.0,"GF,9P",10510164.666666668,2.0,"4,819,395"
1700,IDA193,Sea,Ambient,26765000,78891278.36,2017-04-27,37219.0,3,0.0,0.0,"9F,GH",21964400.0,2.0,"4,800,600"
1701,IDJ049,Land,Ambient,7618446,63641815.252000004,2017-03-20,26366.0,6,0.0,0.0,"9G,9G,9G",2821641.0,3.0,"4,796,805"
1702,IDA100,Land,Ambient,4800000,79992549.63,2017-03-05,28883.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,790,000"
1703,IDA155,Land,Ambient,4795914,119994523.24000001,2017-02-11,42606.0,4,0.0,0.0,"GG,GG",10000.0,2.0,"4,785,914"
1704,IDA009,Land,Ambient,13191143,184865441.98999998,2017-04-16,78050.0,7,0.0,0.0,"GF,GF,GF,GF,9P",8411293.0,5.0,"4,779,850"
1705,IDA435,Land,Ambient,9873928,82423449.28299999,2017-02-07,33811.0,4,0.0,0.0,"GF,GF,9S",5108720.75,3.0,"4,765,207"
1706,IDA059,Land,Ambient,24623607,142478409.81,2017-02-21,56349.0,5,0.0,0.0,"GF,GF,GF,9G",19860317.0,4.0,"4,763,290"
1707,IDA320,Sea,Ambient,31300000,111943553.46,2017-02-04,45754.0,4,0.0,0.0,"9F,9F,9E",26554706.0,3.0,"4,745,294"
1708,IDA060,Land,Ambient,13740245,60547600.32,2017-03-20,28672.0,3,0.0,0.0,"9L,9G",8994997.5,2.0,"4,745,248"
1709,IDA062,Land,Ambient,10998926,82429685.1,2017-03-22,38662.0,7,0.0,0.0,"GF,GF,9S",6257606.666666667,3.0,"4,741,319"
1710,IDA098,Land,Ambient,4735174,69899914.61,2017-02-18,30448.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,725,174"
1711,IDA001,Land,Ambient,11168913,95634484.396,2017-03-07,35444.0,6,0.0,0.0,"GF,GF,9H",6447788.4,3.0,"4,721,125"
1712,IDA175,Land,Ambient,16699720,79990322.74000001,2017-02-11,31871.0,2,0.0,0.0,"9L,9L",12000000.0,2.0,"4,699,720"
1713,IDA344,Land,Ambient,4721826,69702562.34,2017-03-24,26917.0,2,0.0,0.0,"GD,GD,GD,GD",22780.0,4.0,"4,699,046"
1714,IDA159,Land,Ambient,4702978,49707463.11699999,2017-02-16,17871.0,5,0.0,0.0,GG,5000.0,1.0,"4,697,978"
1715,IDA027,Land,Ambient,15742934,48549124.56,2017-02-12,19412.0,2,0.0,0.0,"9B,9B,9B,9B,9B",11047945.0,5.0,"4,694,989"
1716,IDA027,Land,Ambient,15742934,45441265.81,2017-03-20,18724.0,2,0.0,0.0,"9B,9B,9B,9B,9B",11047945.0,5.0,"4,694,989"
1717,IDA027,Land,Ambient,15742934,46432947.78,2017-04-13,18714.0,2,0.0,0.0,"9B,9B,9B,9B,9B",11047945.0,5.0,"4,694,989"
1718,IDA251,Sea,Ambient,24405040,81199886.9,2017-04-23,29015.0,3,0.0,0.0,"9E,9E,9E",19711890.0,3.0,"4,693,150"
1719,IDJ049,Land,Ambient,8745368,94682809.91,2017-03-15,48769.0,6,0.0,0.0,"9G,9G,9G,9G,9S",4060037.0,5.0,"4,685,331"
1720,IDA012,Land,Ambient,28662009,162233785.529,2017-03-09,60116.0,6,0.0,0.0,"9P,9P,9P,9P,9P,9G",23987773.0,6.0,"4,674,236"
1721,IDA155,Land,Ambient,4686064,146260435.15,2017-03-25,50659.0,4,0.0,0.0,"GG,GG,GG",15000.0,3.0,"4,671,064"
1722,IDA001,Land,Ambient,10097165,81194691.425,2017-03-15,34001.0,6,0.0,0.0,"GF,GF,9S",5431372.4,3.0,"4,665,793"
1723,IDA155,Land,Ambient,4671623,127928064.6,2017-02-23,39758.0,4,0.0,0.0,"GG,GG",10000.0,2.0,"4,661,623"
1724,IDA320,Land,Ambient,17852000,78789251.7,2017-03-26,26137.0,2,0.0,0.0,"9L,9L",13192730.0,2.0,"4,659,270"
1725,IDA016,Land,Ambient,11473252,87085368.98599999,2017-02-20,33982.0,5,0.0,0.0,"GF,GF,9A",6815921.3,3.0,"4,657,331"
1726,IDA159,Land,Ambient,4666094,67619691.64,2017-04-25,24651.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,656,094"
1727,IDJ051,Land,Ambient,12347059,155119402.556,2017-02-15,75977.0,12,0.0,0.0,"9G,9G,9G,9G,9G,9G,9G",7693952.0,7.0,"4,653,107"
1728,IDJ051,Land,Ambient,9583695,99892565.655,2017-02-22,45137.0,6,0.0,0.0,"9G,9G,9G,9G,9B",4936578.0,5.0,"4,647,117"
1729,IDJ051,Land,Ambient,9413124,94052375.758,2017-02-09,39978.0,8,0.0,0.0,"9G,9G,9G,9G,9S",4768623.0,5.0,"4,644,501"
1730,IDJ050,Land,Ambient,8707633,83374777.66,2017-04-12,27697.0,16,0.0,0.0,"9G,9G,9G,9G",4066980.0,4.0,"4,640,653"
1731,IDA016,Land,Ambient,7343172,37251789.359,2017-03-09,10341.0,5,0.0,0.0,GF,2722070.4,1.0,"4,621,102"
1732,IDA149,Land,Ambient,4632966,138971053.21,2017-02-18,50059.0,4,0.0,0.0,"GG,GG,GG",15000.0,3.0,"4,617,966"
1733,IDA107,Land,Ambient,4627736,69965622.786,2017-02-13,27139.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,617,736"
1734,IDA107,Land,Ambient,4627736,69940026.88100001,2017-03-25,24085.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,617,736"
1735,IDA156,Land,Ambient,4614160,77921289.59,2017-03-07,28241.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,604,160"
1736,IDA156,Land,Ambient,4614160,72857520.03999999,2017-04-14,34683.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,604,160"
1737,IDA062,Land,Ambient,9716709,75867615.74,2017-02-23,37667.0,6,0.0,0.0,"GF,GF",5115398.0,2.0,"4,601,311"
1738,IDA002,Land,Ambient,9835075,76721641.08700001,2017-03-31,31933.0,9,0.0,0.0,"9M,9H",5240235.0,2.0,"4,594,840"
1739,IDA921,Land,Ambient,4602734,89990413.805,2017-02-13,35241.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,592,734"
1740,IDA921,Land,Ambient,4602734,89303188.791,2017-02-24,35432.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,592,734"
1741,IDA003,Land,Ambient,19202459,291274611.752,2017-03-24,132284.0,17,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9G",14612702.3,8.0,"4,589,757"
1742,IDA027,Land,Ambient,21769831,72271785.67,2017-02-21,33321.0,3,0.0,0.0,"9B,9B,9B,9B,9B,9B,9B,GB",17193149.0,8.0,"4,576,682"
1743,IDA435,Land,Ambient,7804775,45831645.894999996,2017-04-03,20337.0,7,0.0,0.0,"GF,9A",3229401.0,2.0,"4,575,374"
1744,IDA016,Land,Ambient,9851829,51302776.83499999,2017-02-14,24088.0,7,0.0,0.0,"GF,9G",5276869.4,2.0,"4,574,960"
1745,IDA095,Land,Ambient,4579545,89960984.8,2017-02-05,33484.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,569,545"
1746,IDA095,Land,Ambient,4579545,89082232.24,2017-02-08,30109.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,569,545"
1747,IDA001,Land,Ambient,9994410,84182904.20899999,2017-04-03,34217.0,6,0.0,0.0,"GF,GF,9S",5431372.4,3.0,"4,563,038"
1748,IDA004,Land,Ambient,12998043,129782847.19,2017-03-17,57456.0,5,0.0,0.0,"9L,9L,9L,9A",8445476.5,4.0,"4,552,566"
1749,IDA435,Land,Ambient,6652030,39248690.71299999,2017-02-13,15598.0,7,0.0,0.0,GF,2107222.75,1.0,"4,544,807"
1750,IDA016,Land,Ambient,13027711,74854968.46499999,2017-02-18,38306.0,8,0.0,0.0,"9N,9N,9G",8493855.0,3.0,"4,533,856"
1751,IDA374,Sea,Ambient,28803600,79897031.78,2017-03-21,29480.0,3,0.0,0.0,"9F,GH",24276046.153846152,2.0,"4,527,554"
1752,IDA152,Land,Ambient,4536284,79968000.0,2017-02-09,27594.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,526,284"
1753,IDA152,Land,Ambient,4536284,79989586.39,2017-03-06,29083.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,526,284"
1754,IDA152,Land,Ambient,4536284,74126385.67,2017-04-05,35330.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,526,284"
1755,IDA020,Land,Ambient,26344432,401061192.731,2017-02-05,182973.0,17,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H",21819375.0,18.0,"4,525,057"
1756,IDA065,Land,Ambient,6294177,38079152.762,2017-03-14,14364.0,3,0.0,0.0,GF,1769214.5,1.0,"4,524,962"
1757,IDA064,Land,Ambient,11739111,123271046.54699999,2017-03-08,49936.0,9,0.0,0.0,"GF,GF,GF,9S",7226920.0,4.0,"4,512,191"
1758,IDA170,Land,Ambient,14284918,79993134.9,2017-03-01,29029.0,2,0.0,0.0,"9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S,9S",9773472.0,16.0,"4,511,446"
1759,IDJ049,Land,Ambient,8271595,86363018.64700001,2017-03-23,36372.0,6,0.0,0.0,"9G,9G,9G,9G",3762188.0,4.0,"4,509,407"
1760,IDA110,Land,Ambient,4512487,57500331.082,2017-03-20,23799.0,3,0.0,0.0,GG,5000.0,1.0,"4,507,487"
1761,IDA020,Land,Ambient,11769309,135021550.858,2017-04-09,57470.0,11,0.0,0.0,"9H,9H,9H,9H,9H,9H",7273125.0,6.0,"4,496,184"
1762,IDA151,Land,Ambient,4490706,58983625.982,2017-02-08,21112.0,6,0.0,0.0,GG,5000.0,1.0,"4,485,706"
1763,IDA149,Land,Ambient,4492535,89968029.002,2017-02-22,29287.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,482,535"
1764,IDA002,Land,Ambient,12145205,122944240.235,2017-03-19,49864.0,8,0.0,0.0,"9M,9M",7682970.0,2.0,"4,462,235"
1765,IDA193,Sea,Ambient,16600000,53367087.79000001,2017-03-09,22086.0,2,0.0,0.0,9F,12150000.0,1.0,"4,450,000"
1766,IDA001,Land,Ambient,8653792,62953449.36400001,2017-03-03,27554.0,7,0.0,0.0,"GF,9H",4205769.2,2.0,"4,448,023"
1767,IDA020,Land,Ambient,14138491,176276464.82,2017-04-07,73057.0,14,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H",9697500.0,8.0,"4,440,991"
1768,IDA059,Land,Ambient,14934108,73907923.64999999,2017-02-14,31373.0,4,0.0,0.0,"GF,GF",10506282.666666666,2.0,"4,427,825"
1769,IDA156,Land,Ambient,4421231,79985625.87,2017-04-08,29690.0,2,0.0,0.0,"GG,GG",10000.0,2.0,"4,411,231"
1770,IDA435,Land,Ambient,6518383,30435973.625000004,2017-04-01,13170.0,7,0.0,0.0,GF,2107222.75,1.0,"4,411,160"
1771,IDA087,Land,Ambient,34928378,287120898.46,2017-03-03,110032.0,5,0.0,0.0,"9M,9M,9M,9M,9P",30517711.444444444,5.0,"4,410,667"
1772,IDA150,Land,Ambient,4420549,89986569.1,2017-04-09,36653.0,3,0.0,0.0,"GG,GG",10000.0,2.0,"4,410,549"
